frame,timestamp_s,inference_ms,fps,m1_candidates,m2_rejections,final_detections,rejected,avg_confidence
189,28.404,145.01,6.88,1,0,0,1,0.0
190,28.551,145.53,6.87,1,0,0,1,0.0
191,28.703,150.46,6.87,1,0,1,0,0.9987
192,28.852,147.54,6.87,1,0,0,1,0.0
193,28.999,145.58,6.88,1,0,0,1,0.0
194,29.145,144.26,6.88,1,0,0,1,0.0
195,29.292,145.76,6.89,1,0,1,0,0.9972
196,29.439,145.19,6.89,1,0,0,1,0.0
197,29.586,145.81,6.89,1,0,1,0,0.9988
198,29.742,155.04,6.87,1,0,1,0,0.9972
199,29.889,145.5,6.87,1,0,1,0,0.9992
200,30.036,145.32,6.87,1,0,1,0,0.9991
201,30.183,145.5,6.87,1,0,1,0,0.9992
202,30.331,146.5,6.86,1,0,1,0,0.9989
203,30.479,145.7,6.86,1,0,1,0,0.9987
204,30.627,146.54,6.86,1,0,1,0,0.999
205,30.778,149.58,6.86,1,0,1,0,0.9987
206,30.924,145.1,6.85,1,0,0,1,0.0
207,31.072,145.85,6.86,1,0,0,1,0.0
208,31.218,144.8,6.86,1,0,1,0,0.9986
209,31.363,143.59,6.86,1,0,1,0,0.9912
210,31.509,144.24,6.86,1,0,1,0,0.9965
211,31.657,146.03,6.86,1,0,1,0,0.9987
212,31.808,150.4,6.85,1,0,0,1,0.0
213,31.954,144.32,6.84,1,0,0,1,0.0
214,32.099,143.4,6.85,1,0,0,1,0.0
215,32.243,143.17,6.85,1,0,0,1,0.0
216,32.388,143.77,6.85,1,0,0,1,0.0
217,32.533,143.3,6.85,1,0,0,1,0.0
218,32.682,146.96,6.85,1,0,0,1,0.0
219,32.832,148.61,6.84,1,0,0,1,0.0
220,32.977,144.13,6.85,1,0,0,1,0.0
221,33.123,143.82,6.86,1,0,1,0,0.999
222,33.267,143.49,6.86,1,0,0,1,0.0
223,33.413,144.39,6.86,1,0,1,0,0.9987
224,33.56,145.11,6.86,1,0,0,1,0.0
225,33.707,145.38,6.86,1,0,0,1,0.0
226,33.858,150.02,6.86,1,0,1,0,0.9983
227,34.004,144.95,6.86,1,0,1,0,0.9977
228,34.15,144.35,6.87,1,0,0,1,0.0
229,34.295,143.87,6.88,1,0,0,1,0.0
230,34.443,146.38,6.88,1,0,1,0,0.9989
231,34.589,144.67,6.88,1,0,0,1,0.0
232,34.737,145.79,6.88,1,0,0,1,0.0
233,34.887,148.63,6.87,1,0,0,1,0.0
234,35.04,151.49,6.87,1,0,0,1,0.0
235,35.185,144.15,6.87,1,0,1,0,0.9985
236,35.332,145.31,6.87,1,0,1,0,0.9985
237,35.479,145.02,6.88,1,0,1,0,0.9992
238,35.625,144.94,6.87,1,0,1,0,0.999
239,35.773,145.96,6.87,1,0,1,0,0.9991
240,35.92,145.83,6.87,1,0,1,0,0.9989
241,36.069,147.23,6.87,1,0,1,0,0.9956
242,36.215,144.22,6.88,1,0,1,0,0.9962
243,36.362,144.71,6.88,1,0,1,0,0.9919
244,36.508,144.53,6.87,1,0,1,0,0.9926
245,36.653,143.93,6.87,1,0,1,0,0.9985
246,36.8,144.73,6.87,1,0,1,0,0.9883
247,36.947,144.98,6.87,1,0,1,0,0.9919
248,37.097,148.4,6.87,1,0,1,0,0.9986
249,37.244,144.67,6.87,1,0,1,0,0.9988
250,37.391,144.15,6.87,1,0,1,0,0.9988
251,37.537,144.82,6.87,1,0,1,0,0.998
252,37.684,144.9,6.87,1,0,1,0,0.9937
253,37.831,145.41,6.87,1,0,1,0,0.9959
254,37.979,145.26,6.87,1,0,1,0,0.9918
255,38.129,148.42,6.86,1,0,0,1,0.0
256,38.274,144.21,6.87,1,0,0,1,0.0
257,38.42,144.61,6.87,1,0,0,1,0.0
258,38.566,144.37,6.87,1,0,0,1,0.0
259,38.712,144.5,6.87,1,0,0,1,0.0
260,38.858,144.37,6.87,1,0,0,1,0.0
261,39.004,145.17,6.87,1,0,0,1,0.0
262,39.154,148.11,6.87,1,0,0,1,0.0
263,39.299,144.22,6.88,1,0,0,1,0.0
264,39.445,144.59,6.89,1,0,0,1,0.0
265,39.591,144.7,6.89,1,0,1,0,0.9989
266,39.737,144.37,6.89,1,0,1,0,0.9993
267,39.884,144.67,6.89,1,0,1,0,0.9908
268,40.032,147.1,6.89,1,0,1,0,0.9974
269,40.189,155.04,6.87,1,0,0,1,0.0
270,40.335,144.15,6.87,1,0,0,1,0.0
271,40.481,144.38,6.88,1,0,1,0,0.9905
272,40.627,144.51,6.88,1,0,1,0,0.996
273,40.772,144.28,6.88,1,0,0,1,0.0
274,40.925,150.86,6.87,1,0,1,0,0.9988
275,41.071,145.13,6.87,1,0,1,0,0.9971
276,41.223,149.09,6.86,1,0,1,0,0.9909
277,41.369,144.86,6.86,1,0,0,1,0.0
278,41.515,144.2,6.87,1,0,0,1,0.0
279,41.661,144.29,6.87,1,0,1,0,0.9875
280,41.809,146.85,6.86,1,0,1,0,0.9979
281,41.957,146.37,6.86,1,0,0,1,0.0
282,42.103,144.36,6.86,1,0,1,0,0.9984
283,42.252,147.14,6.86,1,0,1,0,0.9977
284,42.399,144.05,6.86,1,0,1,0,0.9893
285,42.546,144.88,6.87,1,0,1,0,0.9972
286,42.691,143.72,6.87,1,0,1,0,0.9983
287,42.838,144.25,6.87,1,0,1,0,0.9987
288,42.985,145.61,6.87,2,0,1,1,0.9878
289,43.132,144.97,6.86,1,0,1,0,0.9963
290,43.283,148.63,6.86,1,0,0,1,0.0
291,43.428,143.4,6.86,1,0,1,0,0.9962
292,43.574,144.08,6.87,1,0,1,0,0.9921
293,43.72,143.25,6.87,1,0,1,0,0.9961
294,43.865,143.17,6.87,1,0,1,0,0.9948
295,44.011,143.67,6.87,1,0,1,0,0.9938
296,44.156,143.13,6.87,1,0,1,0,0.9967
297,44.303,145.43,6.87,1,0,0,1,0.0
298,44.447,143.18,6.88,1,0,1,0,0.9987
299,44.592,143.04,6.9,1,0,1,0,0.9969
300,44.737,143.32,6.9,1,0,1,0,0.9977
301,44.881,142.68,6.9,1,0,0,1,0.0
302,45.032,148.99,6.9,1,0,1,0,0.9992
303,45.179,145.39,6.89,1,0,1,0,0.9992
304,45.336,155.45,6.89,1,0,1,0,0.9992
305,45.482,145.35,6.89,1,0,1,0,0.9989
306,45.632,147.81,6.89,1,0,1,0,0.9989
307,45.779,145.36,6.89,1,0,0,1,0.0
308,45.928,148.07,6.88,1,0,0,1,0.0
309,46.075,145.24,6.88,1,0,0,1,0.0
310,46.228,151.08,6.87,1,0,1,0,0.9986
311,46.379,148.69,6.87,1,0,1,0,0.9988
312,46.529,147.73,6.86,1,0,1,0,0.9984
313,46.677,145.36,6.87,1,0,1,0,0.9983
314,46.827,147.33,6.86,1,0,1,0,0.9987
315,46.974,145.42,6.86,1,0,1,0,0.9983
316,47.123,147.56,6.85,1,0,1,0,0.992
317,47.271,145.89,6.85,1,0,0,1,0.0
318,47.425,152.63,6.84,1,0,0,1,0.0
319,47.573,145.86,6.84,1,0,1,0,0.9962
320,47.722,147.38,6.84,1,0,1,0,0.9986
321,47.869,145.47,6.84,1,0,1,0,0.9983
322,48.019,148.31,6.83,1,0,1,0,0.9986
323,48.166,145.57,6.83,1,0,1,0,0.999
324,48.318,150.43,6.82,1,0,1,0,0.9989
325,48.469,150.06,6.81,1,0,1,0,0.9991
326,48.619,147.93,6.8,1,0,1,0,0.9986
327,48.766,145.67,6.8,1,0,1,0,0.9991
328,48.916,148.39,6.79,1,0,0,1,0.0
329,49.063,145.02,6.79,1,0,1,0,0.9993
330,49.212,148.16,6.78,1,0,1,0,0.9992
331,49.361,146.73,6.77,1,0,1,0,0.9993
332,49.515,152.32,6.77,1,0,1,0,0.9986
333,49.662,145.74,6.77,1,0,1,0,0.9992
334,49.811,147.62,6.78,1,0,1,0,0.999
335,49.959,146.18,6.78,1,0,1,0,0.9983
336,50.108,147.24,6.78,1,0,1,0,0.9986
337,50.255,145.8,6.78,1,0,0,1,0.0
338,50.405,147.87,6.78,1,0,0,1,0.0
339,50.563,156.54,6.76,1,0,0,1,0.0
340,50.712,147.53,6.77,1,0,1,0,0.996
341,50.86,146.37,6.77,1,0,0,1,0.0
342,51.009,147.6,6.77,1,0,1,0,0.9933
343,51.156,145.7,6.77,1,0,1,0,0.9951
344,51.307,149.04,6.77,1,0,1,0,0.9989
345,51.455,146.14,6.77,1,0,1,0,0.9989
346,51.615,157.63,6.75,1,0,1,0,0.996
347,51.761,145.2,6.75,1,0,1,0,0.9977
348,51.91,147.34,6.76,1,0,1,0,0.9975
349,52.057,145.19,6.76,1,0,1,0,0.9973
350,52.207,147.59,6.76,1,0,1,0,0.9978
351,52.355,145.6,6.76,1,0,1,0,0.9982
352,52.503,147.01,6.76,1,0,0,1,0.0
353,52.664,158.36,6.74,1,0,1,0,0.999
354,52.813,147.57,6.75,1,0,1,0,0.9922
355,52.961,146.09,6.75,1,0,1,0,0.9953
356,53.11,146.99,6.76,1,0,1,0,0.9962
357,53.257,145.61,6.76,1,0,1,0,0.9905
358,53.407,147.89,6.76,1,0,1,0,0.9903
359,53.554,145.74,6.76,1,0,1,0,0.9908
360,53.712,155.54,6.74,1,0,1,0,0.9985
361,53.859,145.42,6.75,1,0,1,0,0.999
362,54.009,147.94,6.75,1,0,0,1,0.0
363,54.156,145.45,6.75,1,0,0,1,0.0
364,54.305,147.94,6.75,1,0,1,0,0.9993
365,54.452,145.22,6.76,1,0,0,1,0.0
366,54.602,147.79,6.75,1,0,1,0,0.9986
367,54.754,150.5,6.75,1,0,1,0,0.9988
368,54.906,150.34,6.74,1,0,1,0,0.9988
369,55.054,145.99,6.76,1,0,1,0,0.9968
370,55.205,148.55,6.76,1,0,1,0,0.9988
371,55.353,145.67,6.76,1,0,1,0,0.998
372,55.502,147.04,6.76,1,0,1,0,0.9941
373,55.652,147.91,6.76,1,0,1,0,0.9954
374,55.835,180.96,6.71,1,0,1,0,0.9987
375,55.987,149.64,6.7,1,0,1,0,0.9989
376,56.144,154.84,6.71,1,0,1,0,0.998
377,56.298,151.41,6.7,1,0,1,0,0.9964
378,56.447,147.04,6.7,1,0,1,0,0.9871
379,56.594,144.89,6.7,1,0,1,0,0.9899
380,56.743,147.17,6.7,1,0,1,0,0.979
381,56.891,146.47,6.7,2,0,2,0,0.9697
382,57.048,155.33,6.69,1,0,1,0,0.9845
383,57.201,151.87,6.7,1,0,1,0,0.9976
384,57.351,148.54,6.69,1,0,1,0,0.9926
385,57.504,151.16,6.69,1,0,1,0,0.9977
386,57.656,150.1,6.68,1,0,1,0,0.9903
387,57.803,146.06,6.68,1,0,0,1,0.0
388,57.958,152.42,6.67,1,0,1,0,0.9931
389,58.106,145.57,6.67,1,0,1,0,0.9978
390,58.255,147.29,6.69,1,0,1,0,0.9784
391,58.403,146.53,6.68,1,0,1,0,0.9933
392,58.553,147.84,6.69,1,0,1,0,0.9992
393,58.7,145.44,6.69,1,0,1,0,0.9911
394,58.852,151.08,6.68,1,0,1,0,0.9971
395,59.0,146.22,6.68,1,0,1,0,0.9953
396,59.149,147.39,6.68,1,0,1,0,0.9984
397,59.299,148.87,6.68,1,0,1,0,0.9987
398,59.449,148.37,6.68,1,0,1,0,0.9946
399,59.596,145.81,6.69,1,0,1,0,0.9991
400,59.747,149.13,6.68,1,0,0,1,0.0
401,59.899,150.25,6.68,1,0,0,1,0.0
402,60.048,147.66,6.68,1,0,1,0,0.9975
403,60.195,145.33,6.68,1,0,1,0,0.9983
404,60.345,147.8,6.73,1,0,1,0,0.9983
405,60.492,145.55,6.74,1,0,0,1,0.0
406,60.641,147.62,6.75,1,0,1,0,0.991
407,60.788,145.24,6.76,1,0,1,0,0.9976
408,60.948,158.78,6.74,1,0,0,1,0.0
409,61.095,145.91,6.74,1,0,0,1,0.0
410,61.245,148.3,6.74,1,0,1,0,0.9969
411,61.393,145.93,6.74,1,0,1,0,0.9931
412,61.542,148.09,6.75,1,0,1,0,0.999
413,61.69,145.82,6.76,1,0,0,1,0.0
414,61.84,148.37,6.76,1,0,1,0,0.9924
415,61.996,154.13,6.75,1,0,1,0,0.9939
416,62.144,147.17,6.76,1,0,1,0,0.9975
417,62.292,146.01,6.76,1,0,1,0,0.9988
418,62.444,150.27,6.76,1,0,1,0,0.9991
419,62.591,146.02,6.76,1,0,1,0,0.9961
420,62.741,148.16,6.76,1,0,1,0,0.9985
421,62.889,146.57,6.76,1,0,0,1,0.0
422,63.045,154.06,6.75,1,0,1,0,0.9972
423,63.194,146.95,6.75,1,0,1,0,0.9981
424,63.349,153.83,6.74,1,0,1,0,0.9984
425,63.497,146.35,6.74,1,0,1,0,0.998
426,63.647,148.28,6.74,1,0,0,1,0.0
427,63.794,145.56,6.75,1,0,0,1,0.0
428,63.944,147.87,6.75,1,0,0,1,0.0
429,64.097,151.15,6.74,1,0,1,0,0.9988
430,64.247,148.6,6.74,1,0,1,0,0.9994
431,64.395,147.14,6.74,1,0,1,0,0.999
432,64.545,148.0,6.74,1,0,1,0,0.9918
433,64.692,145.46,6.74,1,0,1,0,0.9993
434,64.842,148.45,6.74,1,0,1,0,0.9993
435,64.989,145.38,6.74,1,0,1,0,0.9932
436,65.142,151.19,6.74,1,0,1,0,0.9991
437,65.288,145.1,6.74,1,0,1,0,0.9984
438,65.438,148.64,6.75,1,0,1,0,0.9987
439,65.585,144.83,6.75,1,0,1,0,0.9983
440,65.734,147.32,6.76,1,0,0,1,0.0
441,65.88,144.96,6.76,1,0,1,0,0.9983
442,66.03,147.72,6.76,1,0,0,1,0.0
443,66.186,155.02,6.74,1,0,1,0,0.9985
444,66.339,150.86,6.74,1,0,1,0,0.9968
445,66.486,144.88,6.75,1,0,0,1,0.0
446,66.634,147.33,6.75,1,0,1,0,0.9991
447,66.782,145.38,6.75,1,0,0,1,0.0
448,66.931,147.5,6.76,1,0,1,0,0.9986
449,67.078,145.85,6.76,1,0,1,0,0.9984
450,67.229,149.54,6.76,1,0,1,0,0.9987
451,67.381,150.0,6.75,1,0,1,0,0.9983
452,67.53,147.83,6.76,1,0,0,1,0.0
453,67.676,144.12,6.77,1,0,0,1,0.0
454,67.824,146.53,6.78,1,0,1,0,0.9993
455,67.971,144.41,6.78,1,0,0,1,0.0
456,68.118,145.48,6.78,1,0,0,1,0.0
457,68.27,149.85,6.78,1,0,1,0,0.999
458,68.421,149.54,6.77,1,0,1,0,0.999
459,68.567,144.24,6.79,1,0,0,1,0.0
460,68.713,145.07,6.79,1,0,0,1,0.0
461,68.859,144.1,6.8,2,0,1,1,0.9527
462,69.008,146.87,6.8,1,0,0,1,0.0
463,69.153,143.59,6.8,1,0,0,1,0.0
464,69.318,163.24,6.78,1,0,0,1,0.0
465,69.466,145.74,6.78,1,0,0,1,0.0
466,69.616,149.09,6.78,1,0,0,1,0.0
467,69.763,145.3,6.78,1,0,0,1,0.0
468,69.915,151.23,6.78,1,0,1,0,0.999
469,70.063,146.02,6.77,1,0,1,0,0.999
470,70.212,147.32,6.77,1,0,0,1,0.0
471,70.364,150.63,6.77,1,0,0,1,0.0
472,70.512,146.98,6.77,1,0,0,1,0.0
473,70.658,145.21,6.78,1,0,1,0,0.999
474,70.81,150.55,6.78,1,0,0,1,0.0
475,70.959,146.9,6.78,1,0,1,0,0.9987
476,71.107,147.13,6.78,1,0,0,1,0.0
477,71.254,145.36,6.78,1,0,0,1,0.0
478,71.416,160.77,6.76,1,0,0,1,0.0
479,71.562,145.13,6.76,1,0,1,0,0.9965
480,71.713,149.04,6.76,1,0,1,0,0.9976
481,71.861,146.86,6.77,1,0,0,1,0.0
482,72.011,148.7,6.76,1,0,1,0,0.9977
483,72.158,145.56,6.76,1,0,0,1,0.0
484,72.308,148.66,6.76,1,0,0,1,0.0
485,72.46,150.83,6.75,1,0,0,1,0.0
486,72.61,147.92,6.75,1,0,0,1,0.0
487,72.756,145.24,6.75,1,0,1,0,0.999
488,72.906,148.56,6.75,1,0,0,1,0.0
489,73.053,144.8,6.75,1,0,0,1,0.0
490,73.202,148.45,6.75,1,0,1,0,0.9991
491,73.35,145.86,6.75,1,0,1,0,0.996
492,73.507,155.17,6.73,1,0,1,0,0.9984
493,73.653,145.09,6.73,1,0,0,1,0.0
494,73.804,147.99,6.75,1,0,1,0,0.9976
495,73.951,145.45,6.75,1,0,1,0,0.9983
496,74.1,147.75,6.76,1,0,1,0,0.9992
497,74.247,145.68,6.76,1,0,1,0,0.9961
498,74.397,148.58,6.76,1,0,1,0,0.9988
499,74.549,150.21,6.75,1,0,1,0,0.9986
500,74.699,148.38,6.75,1,0,1,0,0.9988
501,74.846,145.32,6.76,1,0,0,1,0.0
502,74.998,150.06,6.75,1,0,1,0,0.9978
503,75.144,145.16,6.76,1,0,0,1,0.0
504,75.295,149.64,6.76,1,0,0,1,0.0
505,75.444,147.67,6.76,1,0,0,1,0.0
506,75.6,154.42,6.74,1,0,1,0,0.9986
507,75.747,145.41,6.74,1,0,0,1,0.0
508,75.896,147.69,6.76,1,0,0,1,0.0
509,76.044,145.99,6.76,1,0,1,0,0.9989
510,76.195,149.92,6.76,1,0,0,1,0.0
511,76.344,147.72,6.76,1,0,1,0,0.9994
512,76.494,148.04,6.76,2,0,0,2,0.0
513,76.651,156.18,6.74,1,0,1,0,0.9985
514,76.801,148.39,6.75,1,0,1,0,0.9989
515,76.952,148.71,6.75,1,0,0,1,0.0
516,77.104,151.18,6.74,1,0,1,0,0.9991
517,77.25,144.89,6.74,1,0,0,1,0.0
518,77.4,148.2,6.74,1,0,0,1,0.0
519,77.546,144.94,6.74,1,0,0,1,0.0
520,77.706,158.78,6.73,1,0,0,1,0.0
521,77.853,145.85,6.73,1,0,0,1,0.0
522,78.005,149.73,6.74,1,0,0,1,0.0
523,78.154,147.62,6.73,1,0,0,1,0.0
524,78.304,149.42,6.73,1,0,1,0,0.9993
