frame,timestamp_s,inference_ms,fps,m1_candidates,m2_rejections,final_detections,rejected,avg_confidence
46,9.757,151.21,6.71,2,0,0,2,0.0
47,9.952,146.36,6.72,2,0,0,2,0.0
48,10.157,151.55,6.72,2,0,0,2,0.0
49,10.351,144.77,6.72,3,0,0,3,0.0
50,10.561,154.63,6.72,2,0,0,2,0.0
51,10.757,150.8,6.71,2,0,0,2,0.0
52,10.966,159.4,6.7,3,0,0,3,0.0
53,11.153,146.21,6.7,2,0,1,1,0.9907
54,11.363,156.03,6.69,2,0,1,1,0.9977
55,11.562,154.84,6.67,2,0,1,1,0.9989
56,11.76,152.8,6.67,2,0,1,1,0.999
57,11.954,146.72,6.67,2,0,1,1,0.9991
58,12.161,153.45,6.67,2,0,1,1,0.9991
59,12.354,146.72,6.67,2,0,1,1,0.9991
60,12.56,152.16,6.66,2,0,1,1,0.9992
61,12.759,151.32,6.66,2,0,1,1,0.9991
62,12.962,153.87,6.65,2,0,1,1,0.9992
63,13.159,151.18,6.65,2,0,1,1,0.9991
64,13.36,152.12,6.64,2,0,1,1,0.9992
65,13.559,150.2,6.64,2,0,1,1,0.9991
66,13.761,152.55,6.64,2,0,1,1,0.9992
67,13.958,149.33,6.64,2,0,1,1,0.9991
68,14.163,154.7,6.63,2,0,1,1,0.9981
69,14.358,149.13,6.63,2,0,0,2,0.0
70,14.562,153.43,6.62,1,0,0,1,0.0
71,14.759,149.38,6.62,1,0,1,0,0.9954
72,14.963,153.42,6.62,1,0,0,1,0.0
73,15.161,151.98,6.61,0,0,0,0,0.0
74,15.361,151.79,6.61,0,0,0,0,0.0
75,15.56,150.48,6.6,0,0,0,0,0.0
76,15.764,153.82,6.6,0,0,0,0,0.0
77,15.96,150.03,6.6,0,0,0,0,0.0
78,16.162,152.05,6.59,0,0,0,0,0.0
79,16.36,149.59,6.59,0,0,0,0,0.0
80,16.564,153.86,6.59,0,0,0,0,0.0
81,16.771,160.0,6.58,0,0,0,0,0.0
82,16.975,163.99,6.57,0,0,0,0,0.0
83,17.203,158.16,6.55,0,0,0,0,0.0
84,17.403,158.47,6.55,0,0,0,0,0.0
85,17.597,152.23,6.55,0,0,0,0,0.0
86,17.797,152.78,6.55,0,0,0,0,0.0
87,17.993,148.34,6.55,0,0,0,0,0.0
88,18.198,153.01,6.55,0,0,0,0,0.0
89,18.398,152.67,6.54,0,0,0,0,0.0
90,18.603,158.05,6.53,0,0,0,0,0.0
91,18.805,159.74,6.52,0,0,0,0,0.0
92,19.014,168.83,6.5,0,0,0,0,0.0
93,19.239,160.14,6.49,0,0,0,0,0.0
94,19.443,163.57,6.47,0,0,0,0,0.0
95,19.676,162.91,6.45,0,0,0,0,0.0
96,19.917,170.28,6.43,0,0,0,0,0.0
97,20.141,160.87,6.41,0,0,0,0,0.0
98,20.336,156.18,6.41,0,0,0,0,0.0
99,20.534,154.37,6.4,0,0,0,0,0.0
100,20.746,165.73,6.39,0,0,0,0,0.0
101,20.976,161.69,6.37,0,0,0,0,0.0
102,21.218,170.41,6.35,0,0,0,0,0.0
103,21.44,158.81,6.34,0,0,0,0,0.0
104,21.647,166.36,6.32,0,0,0,0,0.0
105,21.872,157.76,6.31,0,0,0,0,0.0
106,22.081,166.82,6.29,0,0,0,0,0.0
107,22.304,156.28,6.28,0,0,0,0,0.0
108,22.504,155.98,6.28,0,0,0,0,0.0
109,22.7,152.35,6.28,0,0,0,0,0.0
110,22.905,156.52,6.27,0,0,0,0,0.0
111,23.102,153.87,6.28,0,0,0,0,0.0
112,23.306,156.99,6.29,0,0,0,0,0.0
113,23.499,150.07,6.3,0,0,0,0,0.0
114,23.706,156.83,6.3,0,0,0,0,0.0
115,23.905,156.57,6.3,0,0,0,0,0.0
116,24.108,159.12,6.29,0,0,0,0,0.0
117,24.302,153.25,6.28,0,0,0,0,0.0
118,24.503,153.57,6.28,0,0,0,0,0.0
119,24.705,154.98,6.28,0,0,0,0,0.0
120,24.909,159.18,6.28,0,0,0,0,0.0
121,25.097,147.67,6.29,0,0,0,0,0.0
122,25.302,151.75,6.31,0,0,0,0,0.0
123,25.501,150.54,6.33,0,0,0,0,0.0
124,25.711,160.3,6.33,0,0,0,0,0.0
125,25.902,151.38,6.35,0,0,0,0,0.0
126,26.107,156.23,6.37,0,0,0,0,0.0
127,26.305,153.94,6.38,0,0,0,0,0.0
128,26.498,147.63,6.39,0,0,0,0,0.0
129,26.7,148.74,6.39,0,0,0,0,0.0
130,26.899,148.23,6.42,0,0,0,0,0.0
131,27.1,148.83,6.44,0,0,0,0,0.0
132,27.3,148.33,6.47,0,0,0,0,0.0
133,27.499,147.49,6.48,0,0,0,0,0.0
134,27.698,145.98,6.51,0,0,0,0,0.0
135,27.9,147.81,6.53,0,0,0,0,0.0
136,28.1,147.81,6.55,0,0,0,0,0.0
137,28.301,149.31,6.56,0,0,0,0,0.0
138,28.502,149.51,6.57,0,0,0,0,0.0
139,28.701,149.11,6.58,0,0,0,0,0.0
140,28.901,148.95,6.59,0,0,0,0,0.0
141,29.102,149.07,6.59,0,0,0,0,0.0
142,29.301,148.43,6.61,0,0,0,0,0.0
143,29.502,148.86,6.61,0,0,0,0,0.0
144,29.702,149.39,6.62,0,0,0,0,0.0
145,29.905,151.3,6.63,0,0,0,0,0.0
146,30.102,148.86,6.64,0,0,0,0,0.0
147,30.303,149.25,6.65,0,0,0,0,0.0
148,30.504,150.25,6.65,0,0,0,0,0.0
149,30.703,149.51,6.66,0,0,0,0,0.0
150,30.904,150.23,6.67,0,0,0,0,0.0
151,31.103,149.3,6.67,0,0,0,0,0.0
152,31.306,151.48,6.67,0,0,0,0,0.0
153,31.505,150.85,6.67,0,0,0,0,0.0
154,31.704,149.63,6.69,0,0,0,0,0.0
155,31.905,150.4,6.69,0,0,0,0,0.0
156,32.106,150.88,6.7,0,0,0,0,0.0
157,32.302,147.42,6.71,0,0,0,0,0.0
158,32.506,150.42,6.7,0,0,0,0,0.0
159,32.708,152.09,6.7,0,0,0,0,0.0
160,32.906,150.45,6.69,0,0,0,0,0.0
161,33.106,150.23,6.69,0,0,0,0,0.0
162,33.306,150.18,6.69,0,0,0,0,0.0
163,33.504,148.19,6.69,0,0,0,0,0.0
164,33.705,148.58,6.68,0,0,0,0,0.0
165,33.905,148.63,6.68,0,0,0,0,0.0
166,34.104,148.05,6.68,0,0,0,0,0.0
167,34.304,147.91,6.69,0,0,0,0,0.0
168,34.505,148.14,6.69,0,0,0,0,0.0
169,34.705,148.06,6.69,0,0,0,0,0.0
170,34.907,149.76,6.69,0,0,0,0,0.0
171,35.107,149.7,6.69,0,0,0,0,0.0
172,35.307,149.62,6.69,0,0,0,0,0.0
173,35.506,148.5,6.69,0,0,0,0,0.0
174,35.707,149.11,6.69,0,0,0,0,0.0
175,35.908,150.14,6.69,0,0,0,0,0.0
176,36.107,149.44,6.69,0,0,0,0,0.0
177,36.308,150.41,6.69,0,0,0,0,0.0
178,36.506,147.98,6.69,0,0,0,0,0.0
179,36.705,147.02,6.69,0,0,0,0,0.0
180,36.909,150.56,6.69,0,0,0,0,0.0
181,37.107,148.69,6.69,0,0,0,0,0.0
182,37.307,148.25,6.7,0,0,0,0,0.0
183,37.507,148.59,6.7,0,0,0,0,0.0
184,37.71,150.91,6.7,0,0,0,0,0.0
185,37.909,149.58,6.7,0,0,0,0,0.0
186,38.108,148.87,6.7,0,0,0,0,0.0
187,38.309,149.58,6.7,0,0,0,0,0.0
188,38.508,148.23,6.7,0,0,0,0,0.0
189,38.708,148.78,6.71,0,0,0,0,0.0
190,38.909,148.92,6.71,0,0,0,0,0.0
191,39.108,148.64,6.71,0,0,0,0,0.0
192,39.311,150.47,6.71,0,0,0,0,0.0
193,39.509,148.78,6.71,0,0,0,0,0.0
194,39.71,149.52,6.71,0,0,0,0,0.0
195,39.909,148.95,6.71,0,0,0,0,0.0
196,40.11,149.34,6.71,0,0,0,0,0.0
197,40.317,155.83,6.7,0,0,0,0,0.0
198,40.517,156.35,6.68,0,0,0,0,0.0
199,40.723,161.59,6.66,0,0,0,0,0.0
200,40.961,165.96,6.64,0,0,0,0,0.0
201,41.196,167.99,6.61,0,0,0,0,0.0
202,41.426,164.32,6.59,0,0,0,0,0.0
203,41.668,172.52,6.56,0,0,0,0,0.0
204,41.883,154.32,6.55,0,0,0,0,0.0
205,42.077,148.11,6.55,0,0,0,0,0.0
206,42.276,147.16,6.56,0,0,0,0,0.0
207,42.476,146.87,6.56,0,0,0,0,0.0
208,42.68,150.55,6.56,0,0,0,0,0.0
209,42.878,148.5,6.55,0,0,0,0,0.0
210,43.078,148.45,6.56,0,0,0,0,0.0
211,43.277,147.24,6.56,0,0,0,0,0.0
212,43.478,148.09,6.56,0,0,0,0,0.0
213,43.677,146.89,6.56,0,0,0,0,0.0
214,43.878,147.82,6.57,0,0,0,0,0.0
215,44.078,147.57,6.57,0,0,0,0,0.0
216,44.278,147.75,6.57,0,0,0,0,0.0
217,44.478,147.34,6.57,0,0,0,0,0.0
218,44.678,147.0,6.58,0,0,0,0,0.0
219,44.882,151.53,6.57,0,0,0,0,0.0
220,45.082,150.72,6.57,0,0,0,0,0.0
221,45.282,151.05,6.57,0,0,0,0,0.0
222,45.482,150.91,6.57,0,0,0,0,0.0
223,45.682,150.89,6.56,0,0,0,0,0.0
224,45.883,151.03,6.56,0,0,0,0,0.0
225,46.083,150.89,6.56,0,0,0,0,0.0
226,46.281,148.85,6.56,0,0,0,0,0.0
227,46.483,150.63,6.57,0,0,0,0,0.0
228,46.685,153.5,6.57,0,0,0,0,0.0
229,46.884,151.76,6.58,0,0,0,0,0.0
230,47.084,151.35,6.61,0,0,0,0,0.0
231,47.283,150.32,6.63,0,0,0,0,0.0
232,47.482,149.05,6.65,0,0,0,0,0.0
233,47.683,150.15,6.69,0,0,0,0,0.0
234,47.884,151.18,6.69,0,0,0,0,0.0
235,48.082,148.95,6.69,0,0,0,0,0.0
236,48.282,148.44,6.69,0,0,0,0,0.0
237,48.483,149.98,6.68,0,0,0,0,0.0
238,48.682,149.01,6.69,0,0,0,0,0.0
239,48.885,151.88,6.68,0,0,0,0,0.0
240,49.082,148.35,6.68,0,0,0,0,0.0
241,49.283,148.97,6.68,0,0,0,0,0.0
242,49.482,147.64,6.68,0,0,0,0,0.0
243,49.682,147.44,6.68,0,0,0,0,0.0
244,49.884,150.0,6.68,0,0,0,0,0.0
245,50.084,150.06,6.67,0,0,0,0,0.0
246,50.285,149.96,6.67,0,0,0,0,0.0
247,50.485,150.26,6.66,0,0,0,0,0.0
248,50.684,148.49,6.66,0,0,0,0,0.0
249,50.885,149.8,6.66,0,0,0,0,0.0
250,51.088,153.01,6.66,0,0,0,0,0.0
251,51.286,151.07,6.66,0,0,0,0,0.0
252,51.488,152.5,6.66,0,0,0,0,0.0
253,51.687,151.31,6.66,0,0,0,0,0.0
254,51.885,149.16,6.66,0,0,0,0,0.0
255,52.083,147.13,6.67,0,0,0,0,0.0
256,52.287,151.19,6.66,0,0,0,0,0.0
257,52.487,150.27,6.66,0,0,0,0,0.0
258,52.686,149.52,6.67,0,0,0,0,0.0
259,52.886,149.58,6.67,0,0,0,0,0.0
260,53.087,150.56,6.67,0,0,0,0,0.0
261,53.287,150.19,6.67,0,0,0,0,0.0
262,53.488,150.97,6.67,0,0,0,0,0.0
263,53.688,150.61,6.67,0,0,0,0,0.0
264,53.889,152.31,6.67,0,0,0,0,0.0
265,54.088,150.22,6.67,0,0,0,0,0.0
266,54.288,150.84,6.66,0,0,0,0,0.0
267,54.488,150.37,6.66,0,0,0,0,0.0
268,54.688,150.52,6.66,0,0,0,0,0.0
269,54.889,151.17,6.66,0,0,0,0,0.0
270,55.087,149.05,6.66,0,0,0,0,0.0
271,55.291,152.44,6.66,0,0,0,0,0.0
272,55.489,150.81,6.65,0,0,0,0,0.0
273,55.69,151.23,6.65,0,0,0,0,0.0
274,55.888,149.12,6.65,0,0,0,0,0.0
275,56.089,150.0,6.65,0,0,0,0,0.0
276,56.29,151.16,6.64,0,0,0,0,0.0
277,56.489,150.29,6.64,0,0,0,0,0.0
278,56.691,151.37,6.64,0,0,0,0,0.0
279,56.889,149.8,6.64,0,0,0,0,0.0
280,57.089,149.52,6.65,0,0,0,0,0.0
281,57.287,147.67,6.65,0,0,0,0,0.0
282,57.486,146.59,6.66,0,0,0,0,0.0
283,57.688,148.17,6.66,0,0,0,0,0.0
284,57.891,151.1,6.66,0,0,0,0,0.0
285,58.089,149.27,6.66,0,0,0,0,0.0
286,58.286,145.85,6.67,0,0,0,0,0.0
287,58.489,148.03,6.67,0,0,0,0,0.0
288,58.69,149.45,6.67,0,0,0,0,0.0
289,58.892,151.24,6.67,0,0,0,0,0.0
290,59.094,152.6,6.66,0,0,0,0,0.0
291,59.293,151.55,6.66,0,0,0,0,0.0
292,59.492,150.97,6.66,0,0,0,0,0.0
293,59.692,150.49,6.66,0,0,0,0,0.0
294,59.893,151.73,6.66,0,0,0,0,0.0
295,60.092,150.42,6.66,0,0,0,0,0.0
296,60.294,152.16,6.66,0,0,0,0,0.0
297,60.493,151.33,6.66,0,0,0,0,0.0
298,60.694,151.66,6.66,0,0,0,0,0.0
299,60.894,151.61,6.66,0,0,0,0,0.0
300,61.093,150.23,6.66,0,0,0,0,0.0
301,61.292,149.86,6.66,0,0,0,0,0.0
302,61.498,155.39,6.65,0,0,0,0,0.0
303,61.697,153.98,6.65,0,0,0,0,0.0
304,61.896,152.87,6.64,0,0,0,0,0.0
305,62.095,151.55,6.64,0,0,0,0,0.0
306,62.291,148.05,6.64,0,0,0,0,0.0
307,62.494,150.8,6.64,0,0,0,0,0.0
308,62.695,151.71,6.64,0,0,0,0,0.0
309,62.895,151.49,6.64,0,0,0,0,0.0
310,63.094,150.35,6.64,0,0,0,0,0.0
311,63.295,150.52,6.64,0,0,0,0,0.0
312,63.494,150.16,6.63,0,0,0,0,0.0
313,63.692,147.18,6.63,0,0,0,0,0.0
314,63.895,150.47,6.63,0,0,0,0,0.0
315,64.093,148.9,6.63,0,0,0,0,0.0
316,64.291,146.5,6.63,0,0,0,0,0.0
317,64.494,148.51,6.63,0,0,0,0,0.0
318,64.694,148.82,6.63,0,0,0,0,0.0
319,64.894,148.62,6.64,0,0,0,0,0.0
320,65.094,149.06,6.64,0,0,0,0,0.0
321,65.291,146.11,6.65,0,0,0,0,0.0
322,65.492,146.1,6.66,0,0,0,0,0.0
323,65.695,149.17,6.66,0,0,0,0,0.0
324,65.897,150.73,6.66,0,0,0,0,0.0
325,66.097,150.7,6.66,0,0,0,0,0.0
326,66.295,148.79,6.66,0,0,0,0,0.0
327,66.496,149.36,6.67,0,0,0,0,0.0
328,66.697,150.12,6.67,0,0,0,0,0.0
329,66.898,150.98,6.67,0,0,0,0,0.0
330,67.097,150.33,6.67,0,0,0,0,0.0
331,67.303,155.49,6.66,0,0,0,0,0.0
332,67.503,155.64,6.66,0,0,0,0,0.0
333,67.721,173.55,6.63,0,0,0,0,0.0
334,67.939,158.72,6.62,0,0,0,0,0.0
335,68.136,155.28,6.62,0,0,0,0,0.0
336,68.336,155.42,6.61,0,0,0,0,0.0
337,68.534,153.1,6.61,0,0,0,0,0.0
338,68.734,152.16,6.6,0,0,0,0,0.0
339,68.934,152.91,6.6,0,0,0,0,0.0
340,69.132,150.31,6.6,0,0,0,0,0.0
341,69.33,148.83,6.6,0,0,0,0,0.0
342,69.533,151.35,6.6,0,0,0,0,0.0
343,69.732,149.94,6.6,0,0,0,0,0.0
344,69.931,148.6,6.6,0,0,0,0,0.0
345,70.134,151.23,6.6,0,0,0,0,0.0
346,70.331,148.67,6.6,0,0,0,0,0.0
347,70.532,149.06,6.59,0,0,0,0,0.0
348,70.732,148.99,6.59,0,0,0,0,0.0
349,70.933,150.41,6.59,0,0,0,0,0.0
350,71.131,148.26,6.59,0,0,0,0,0.0
351,71.331,147.81,6.59,0,0,0,0,0.0
352,71.531,148.3,6.59,0,0,0,0,0.0
353,71.731,147.73,6.59,0,0,0,0,0.0
354,71.933,149.58,6.59,0,0,0,0,0.0
355,72.131,147.25,6.6,0,0,0,0,0.0
356,72.331,147.44,6.6,0,0,0,0,0.0
357,72.531,147.55,6.6,0,0,0,0,0.0
358,72.732,147.5,6.6,0,0,0,0,0.0
359,72.934,149.63,6.61,0,0,0,0,0.0
360,73.132,148.12,6.61,0,0,0,0,0.0
361,73.336,151.46,6.62,0,0,0,0,0.0
362,73.536,151.62,6.62,0,0,0,0,0.0
363,73.736,150.83,6.65,0,0,0,0,0.0
364,73.934,149.02,6.67,0,0,0,0,0.0
365,74.133,148.14,6.68,0,0,0,0,0.0
366,74.335,149.4,6.69,0,0,0,0,0.0
367,74.534,148.77,6.7,0,0,0,0,0.0
368,74.734,147.95,6.7,0,0,0,0,0.0
369,74.939,153.07,6.7,0,0,0,0,0.0
370,75.137,150.78,6.7,0,0,0,0,0.0
371,75.337,150.67,6.7,0,0,0,0,0.0
372,75.536,149.33,6.7,0,0,0,0,0.0
373,75.737,150.1,6.7,0,0,0,0,0.0
374,75.937,150.41,6.7,0,0,0,0,0.0
375,76.137,150.49,6.7,0,0,0,0,0.0
376,76.337,149.85,6.7,0,0,0,0,0.0
377,76.539,152.0,6.69,0,0,0,0,0.0
378,76.745,158.33,6.68,0,0,0,0,0.0
379,76.944,156.68,6.67,0,0,0,0,0.0
380,77.153,165.21,6.64,0,0,0,0,0.0
381,77.394,172.75,6.61,0,0,0,0,0.0
382,77.618,163.47,6.59,0,0,0,0,0.0
383,77.856,167.84,6.56,0,0,0,0,0.0
384,78.085,163.35,6.54,0,0,0,0,0.0
385,78.322,166.95,6.51,0,0,0,0,0.0
386,78.553,164.33,6.49,0,0,0,0,0.0
387,78.779,157.6,6.47,0,0,0,0,0.0
388,78.976,153.48,6.46,0,0,0,0,0.0
389,79.176,153.58,6.46,0,0,0,0,0.0
390,79.377,154.55,6.45,0,0,0,0,0.0
391,79.575,152.13,6.45,0,0,0,0,0.0
392,79.774,151.1,6.45,0,0,0,0,0.0
393,79.976,153.46,6.44,0,0,0,0,0.0
394,80.174,151.01,6.44,0,0,0,0,0.0
395,80.389,165.53,6.42,0,0,0,0,0.0
396,80.617,160.0,6.4,0,0,0,0,0.0
397,80.824,166.96,6.38,0,0,0,0,0.0
398,81.045,154.31,6.37,0,0,0,0,0.0
399,81.248,157.99,6.36,0,0,0,0,0.0
400,81.442,151.69,6.36,0,0,0,0,0.0
401,81.638,147.19,6.37,0,0,0,0,0.0
402,81.842,151.08,6.36,0,0,0,0,0.0
403,82.043,151.83,6.36,0,0,0,0,0.0
404,82.244,153.24,6.36,0,0,0,0,0.0
405,82.447,156.14,6.35,0,0,0,0,0.0
406,82.645,153.95,6.35,0,0,0,0,0.0
407,82.847,155.58,6.34,0,0,0,0,0.0
408,83.048,156.4,6.34,0,0,0,0,0.0
409,83.266,174.06,6.32,0,0,0,0,0.0
410,83.516,190.43,6.29,0,0,0,0,0.0
411,83.794,235.4,6.21,0,0,0,0,0.0
412,84.019,160.45,6.21,0,0,0,0,0.0
413,84.223,163.63,6.21,0,0,0,0,0.0
414,84.454,161.79,6.22,0,0,0,0,0.0
415,84.695,168.85,6.21,0,0,0,0,0.0
416,84.925,165.16,6.21,0,0,0,0,0.0
417,85.158,164.87,6.2,0,0,0,0,0.0
418,85.399,171.7,6.18,0,0,0,0,0.0
419,85.629,168.55,6.16,0,0,0,0,0.0
420,85.846,152.45,6.16,0,0,0,0,0.0
421,86.058,164.21,6.15,0,0,0,0,0.0
422,86.281,153.46,6.15,0,0,0,0,0.0
423,86.493,165.53,6.13,0,0,0,0,0.0
424,86.715,154.38,6.13,0,0,0,0,0.0
425,86.924,162.62,6.13,0,0,0,0,0.0
426,87.151,156.28,6.13,0,0,0,0,0.0
427,87.351,156.2,6.15,0,0,0,0,0.0
428,87.556,161.3,6.14,0,0,0,0,0.0
429,87.758,162.83,6.13,0,0,0,0,0.0
430,87.99,161.55,6.12,0,0,0,0,0.0
431,88.23,167.09,6.1,0,0,0,0,0.0
432,88.45,154.75,6.09,0,0,0,0,0.0
433,88.648,152.33,6.09,0,0,0,0,0.0
434,88.848,152.36,6.09,0,0,0,0,0.0
435,89.049,152.67,6.1,0,0,0,0,0.0
436,89.248,151.96,6.1,0,0,0,0,0.0
437,89.455,158.17,6.1,0,0,0,0,0.0
438,89.65,153.41,6.1,0,0,0,0,0.0
439,89.846,149.57,6.13,0,0,0,0,0.0
440,90.052,155.35,6.17,0,0,0,0,0.0
441,90.246,149.35,6.29,0,0,0,0,0.0
442,90.449,152.51,6.3,0,0,0,0,0.0
443,90.646,149.18,6.32,0,0,0,0,0.0
444,90.849,151.97,6.33,0,0,0,0,0.0
445,91.051,153.39,6.35,0,0,0,0,0.0
446,91.247,149.22,6.37,0,0,0,0,0.0
447,91.449,151.78,6.39,0,0,0,0,0.0
448,91.648,149.81,6.42,0,0,0,0,0.0
449,91.848,149.99,6.44,0,0,0,0,0.0
450,92.053,154.92,6.44,0,0,0,0,0.0
451,92.249,150.88,6.46,0,0,0,0,0.0
452,92.448,150.0,6.46,0,0,0,0,0.0
453,92.647,148.68,6.49,0,0,0,0,0.0
454,92.85,151.11,6.49,0,0,0,0,0.0
455,93.05,151.49,6.51,0,0,0,0,0.0
456,93.249,150.42,6.52,0,0,0,0,0.0
457,93.459,160.02,6.51,0,0,0,0,0.0
458,93.654,154.94,6.52,0,0,0,0,0.0
459,93.85,150.88,6.54,0,0,0,0,0.0
460,94.046,146.16,6.56,0,0,0,0,0.0
461,94.247,147.85,6.59,0,0,0,0,0.0
462,94.46,159.93,6.58,0,0,0,0,0.0
463,94.657,157.12,6.57,0,0,0,0,0.0
464,94.851,151.12,6.57,0,0,0,0,0.0
465,95.052,151.5,6.58,0,0,0,0,0.0
466,95.256,155.64,6.57,0,0,0,0,0.0
467,95.452,151.76,6.58,0,0,0,0,0.0
468,95.653,152.61,6.58,0,0,0,0,0.0
469,95.855,153.99,6.57,0,0,0,0,0.0
470,96.055,154.03,6.58,0,0,0,0,0.0
471,96.251,149.59,6.58,0,0,0,0,0.0
472,96.452,151.12,6.58,0,0,0,0,0.0
473,96.652,150.98,6.57,0,0,0,0,0.0
474,96.852,150.51,6.58,0,0,0,0,0.0
475,97.054,152.64,6.58,0,0,0,0,0.0
476,97.251,149.39,6.58,0,0,0,0,0.0
477,97.454,151.88,6.58,0,0,0,0,0.0
478,97.657,154.46,6.57,0,0,0,0,0.0
479,97.856,154.31,6.56,0,0,0,0,0.0
480,98.052,149.78,6.57,0,0,0,0,0.0
481,98.258,155.42,6.57,0,0,0,0,0.0
482,98.458,154.81,6.56,0,0,0,0,0.0
483,98.657,154.69,6.55,0,0,0,0,0.0
484,98.856,152.71,6.55,0,0,0,0,0.0
485,99.057,154.01,6.54,0,0,0,0,0.0
486,99.256,152.63,6.54,0,0,0,0,0.0
487,99.455,151.34,6.55,0,0,0,0,0.0
488,99.659,155.18,6.55,0,0,0,0,0.0
489,99.854,150.3,6.55,0,0,0,0,0.0
490,100.053,149.71,6.55,0,0,0,0,0.0
491,100.27,164.56,6.52,0,0,0,0,0.0
492,100.492,153.94,6.53,0,0,0,0,0.0
493,100.693,155.2,6.54,0,0,0,0,0.0
494,100.891,153.05,6.53,0,0,0,0,0.0
495,101.091,152.67,6.53,0,0,0,0,0.0
496,101.292,154.13,6.53,0,0,0,0,0.0
497,101.493,154.52,6.53,0,0,0,0,0.0
498,101.69,151.98,6.53,0,0,0,0,0.0
499,101.889,150.82,6.54,0,0,0,0,0.0
500,102.092,153.72,6.54,0,0,0,0,0.0
501,102.297,157.95,6.52,0,0,0,0,0.0
502,102.499,160.52,6.51,0,0,0,0,0.0
503,102.708,169.03,6.49,0,0,0,0,0.0
504,102.93,157.68,6.48,0,0,0,0,0.0
505,103.137,164.52,6.46,0,0,0,0,0.0
506,103.363,156.48,6.45,0,0,0,0,0.0
507,103.566,159.26,6.44,0,0,0,0,0.0
508,103.756,149.83,6.45,0,0,0,0,0.0
509,103.966,159.65,6.44,0,0,0,0,0.0
510,104.16,152.88,6.43,0,0,0,0,0.0
511,104.362,155.39,6.43,0,0,0,0,0.0
512,104.562,154.71,6.43,0,0,0,0,0.0
513,104.766,158.79,6.43,0,0,0,0,0.0
514,104.956,148.93,6.43,0,0,0,0,0.0
515,105.163,155.68,6.43,0,0,0,0,0.0
516,105.364,156.34,6.43,0,0,0,0,0.0
517,105.565,156.84,6.42,0,0,0,0,0.0
518,105.766,158.4,6.41,0,0,0,0,0.0
519,105.963,154.56,6.41,0,0,0,0,0.0
520,106.162,154.11,6.4,0,0,0,0,0.0
521,106.359,150.43,6.42,0,0,0,0,0.0
522,106.563,155.01,6.42,0,0,0,0,0.0
523,106.76,151.85,6.42,0,0,0,0,0.0
524,106.97,161.26,6.41,0,0,0,0,0.0
525,107.16,151.42,6.41,0,0,0,0,0.0
526,107.365,155.85,6.41,0,0,0,0,0.0
527,107.563,154.23,6.41,0,0,0,0,0.0
528,107.763,153.83,6.41,0,0,0,0,0.0
529,107.961,151.34,6.41,0,0,0,0,0.0
530,108.161,151.63,6.41,0,0,0,0,0.0
531,108.365,154.96,6.42,0,0,0,0,0.0
532,108.559,149.43,6.43,0,0,0,0,0.0
533,108.769,158.64,6.45,0,0,0,0,0.0
