frame,timestamp_s,inference_ms,fps,m1_candidates,m2_rejections,final_detections,rejected,avg_confidence
65,9.972,142.2,6.84,1,0,0,1,0.0
66,10.116,143.02,6.84,1,0,0,1,0.0
67,10.263,145.18,6.84,1,0,1,0,0.999
68,10.408,143.66,6.84,1,0,1,0,0.9969
69,10.552,143.19,6.85,1,0,1,0,0.9948
70,10.697,142.74,6.86,1,0,0,1,0.0
71,10.844,145.98,6.85,1,0,0,1,0.0
72,10.988,142.75,6.86,1,0,0,1,0.0
73,11.132,142.62,6.86,1,0,0,1,0.0
74,11.282,149.1,6.85,1,0,0,1,0.0
75,11.431,147.44,6.85,1,0,0,1,0.0
76,11.576,143.48,6.86,1,0,1,0,0.9991
77,11.72,142.15,6.88,1,0,0,1,0.0
78,11.864,142.56,6.9,1,0,1,0,0.9992
79,12.008,143.18,6.9,1,0,1,0,0.9991
80,12.152,142.74,6.92,1,0,1,0,0.9972
81,12.301,147.45,6.91,1,0,1,0,0.9994
82,12.446,143.25,6.92,1,0,1,0,0.9969
83,12.592,144.81,6.94,1,0,1,0,0.9986
84,12.736,142.63,6.94,1,0,0,1,0.0
85,12.884,146.42,6.94,1,0,0,1,0.0
86,13.03,144.49,6.94,1,0,1,0,0.9991
87,13.178,146.34,6.93,1,0,1,0,0.9986
88,13.331,151.62,6.92,1,0,1,0,0.9991
89,13.475,142.44,6.92,1,0,0,1,0.0
90,13.621,144.81,6.94,1,0,1,0,0.999
91,13.768,144.95,6.93,1,0,0,1,0.0
92,13.916,145.99,6.93,1,0,1,0,0.9974
93,14.06,141.84,6.93,1,0,0,1,0.0
94,14.203,142.39,6.93,1,0,1,0,0.9989
95,14.351,146.04,6.92,1,0,1,0,0.9984
96,14.495,142.74,6.92,1,0,1,0,0.9972
97,14.641,143.9,6.92,1,0,1,0,0.9991
98,14.785,142.55,6.92,1,0,0,1,0.0
99,14.931,144.05,6.92,1,0,1,0,0.9976
100,15.074,141.76,6.92,1,0,1,0,0.9976
101,15.218,142.22,6.93,1,0,1,0,0.9992
102,15.366,147.24,6.92,1,0,0,1,0.0
103,15.514,146.46,6.92,1,0,1,0,0.9988
104,15.661,145.28,6.92,1,0,0,1,0.0
105,15.806,143.5,6.93,1,0,0,1,0.0
106,15.982,173.85,6.88,1,0,0,1,0.0
107,16.128,144.94,6.88,1,0,0,1,0.0
108,16.275,145.32,6.87,1,0,1,0,0.9927
109,16.424,148.04,6.86,1,0,0,1,0.0
110,16.569,143.08,6.86,1,0,0,1,0.0
111,16.713,142.56,6.87,1,0,1,0,0.999
112,16.857,142.44,6.87,1,0,0,1,0.0
113,17.0,142.11,6.88,1,0,0,1,0.0
114,17.143,142.07,6.88,1,0,1,0,0.9992
115,17.287,142.28,6.89,1,0,1,0,0.9988
116,17.438,149.91,6.88,1,0,1,0,0.9991
117,17.582,142.4,6.88,1,0,0,1,0.0
118,17.725,141.69,6.9,1,0,0,1,0.0
119,17.872,145.68,6.89,1,0,1,0,0.9987
120,18.018,144.32,6.89,1,0,0,1,0.0
121,18.164,144.37,6.89,1,0,0,1,0.0
122,18.311,144.94,6.9,1,0,0,1,0.0
123,18.468,156.45,6.87,1,0,0,1,0.0
124,18.616,145.99,6.87,1,0,0,1,0.0
125,18.759,141.47,6.88,1,0,1,0,0.9987
126,18.905,144.02,6.87,1,0,0,1,0.0
127,19.05,143.67,6.87,1,0,1,0,0.9992
128,19.193,141.84,6.87,1,0,1,0,0.9993
129,19.338,143.47,6.88,1,0,0,1,0.0
130,19.489,148.95,6.86,1,0,0,1,0.0
131,19.633,142.98,6.86,1,0,0,1,0.0
132,19.776,141.3,6.87,1,0,0,1,0.0
133,19.921,144.33,6.88,1,0,0,1,0.0
134,20.067,143.88,6.88,4,0,0,4,0.0
135,20.215,146.73,6.87,1,0,0,1,0.0
136,20.362,145.98,6.92,1,0,0,1,0.0
137,20.514,151.05,6.91,1,0,0,1,0.0
138,20.658,142.7,6.91,1,0,0,1,0.0
139,20.805,145.5,6.92,1,0,0,1,0.0
140,20.952,144.98,6.91,1,0,0,1,0.0
141,21.106,152.51,6.9,1,0,1,0,0.9926
142,21.259,150.95,6.88,1,0,1,0,0.9991
143,21.412,150.94,6.87,1,0,1,0,0.999
144,21.57,156.79,6.85,1,0,1,0,0.9991
145,21.716,144.07,6.84,1,0,1,0,0.9991
146,21.866,148.09,6.85,1,0,1,0,0.9992
147,22.01,142.81,6.85,1,0,0,1,0.0
148,22.158,146.93,6.84,1,0,0,1,0.0
149,22.305,145.0,6.84,1,0,0,1,0.0
150,22.449,142.61,6.84,1,0,0,1,0.0
151,22.604,153.71,6.83,1,0,0,1,0.0
152,22.753,146.99,6.82,1,0,1,0,0.9989
153,22.898,144.25,6.84,1,0,0,1,0.0
154,23.045,144.83,6.84,2,0,0,2,0.0
155,23.188,141.58,6.84,1,0,0,1,0.0
156,23.337,147.26,6.84,1,0,1,0,0.999
157,23.483,145.37,6.84,1,0,1,0,0.9992
158,23.655,170.34,6.79,1,0,0,1,0.0
159,23.8,143.3,6.79,1,0,0,1,0.0
160,23.947,145.7,6.8,1,0,1,0,0.9944
161,24.091,142.46,6.8,1,0,1,0,0.9919
162,24.237,143.88,6.79,1,0,1,0,0.9936
163,24.382,143.76,6.8,1,0,0,1,0.0
164,24.526,142.67,6.8,1,0,0,1,0.0
165,24.679,151.42,6.79,1,0,1,0,0.999
166,24.827,146.16,6.79,1,0,0,1,0.0
167,24.976,147.56,6.79,1,0,1,0,0.9988
168,25.119,141.23,6.8,1,0,0,1,0.0
169,25.263,143.05,6.8,1,0,0,1,0.0
170,25.411,146.16,6.8,1,0,1,0,0.999
171,25.555,142.76,6.81,1,0,0,1,0.0
172,25.706,150.24,6.82,1,0,1,0,0.9986
173,25.856,148.19,6.82,1,0,1,0,0.9979
174,26.008,150.24,6.83,1,0,1,0,0.9961
175,26.16,150.55,6.82,1,0,1,0,0.999
176,26.309,147.28,6.82,1,0,0,1,0.0
177,26.459,148.67,6.81,1,0,1,0,0.9983
178,26.605,144.62,6.82,1,0,0,1,0.0
179,26.756,149.49,6.81,1,0,0,1,0.0
180,26.898,140.84,6.81,1,0,0,1,0.0
181,27.048,148.36,6.82,1,0,0,1,0.0
182,27.194,144.88,6.82,1,0,1,0,0.9988
183,27.337,141.11,6.83,1,0,1,0,0.9988
184,27.482,144.11,6.83,1,0,0,1,0.0
185,27.626,142.69,6.83,1,0,0,1,0.0
186,27.777,149.51,6.82,1,0,1,0,0.9985
187,27.921,143.06,6.83,1,0,1,0,0.9953
188,28.063,140.33,6.87,1,0,1,0,0.9989
189,28.205,141.16,6.88,1,0,0,1,0.0
190,28.348,140.72,6.89,1,0,0,1,0.0
191,28.491,142.42,6.89,1,0,1,0,0.9987
192,28.64,146.66,6.88,1,0,0,1,0.0
193,28.787,145.33,6.88,1,0,0,1,0.0
194,28.937,148.7,6.87,1,0,0,1,0.0
195,29.079,140.73,6.89,1,0,1,0,0.9972
196,29.226,145.39,6.89,1,0,0,1,0.0
197,29.369,141.85,6.9,1,0,1,0,0.9988
198,29.514,144.1,6.89,1,0,1,0,0.9972
199,29.66,144.36,6.89,1,0,1,0,0.9992
200,29.803,141.3,6.9,1,0,1,0,0.9991
201,29.953,148.45,6.89,1,0,1,0,0.9992
202,30.098,143.65,6.9,1,0,1,0,0.9989
203,30.24,140.61,6.91,1,0,1,0,0.9987
204,30.383,140.98,6.93,1,0,1,0,0.999
205,30.526,142.04,6.94,1,0,1,0,0.9987
206,30.668,140.55,6.95,1,0,0,1,0.0
207,30.811,141.53,6.96,1,0,0,1,0.0
208,30.959,146.83,6.96,1,0,1,0,0.9986
209,31.102,140.9,6.97,1,0,1,0,0.9912
210,31.245,141.05,6.97,1,0,1,0,0.9965
211,31.39,143.95,6.98,1,0,1,0,0.9987
212,31.532,140.85,6.98,1,0,0,1,0.0
213,31.674,140.36,6.99,1,0,0,1,0.0
214,31.818,142.53,6.99,1,0,0,1,0.0
215,31.965,146.22,6.98,1,0,0,1,0.0
216,32.108,141.1,7.0,1,0,0,1,0.0
217,32.25,140.91,7.0,1,0,0,1,0.0
218,32.396,144.92,6.99,1,0,0,1,0.0
219,32.541,142.9,6.99,1,0,0,1,0.0
220,32.689,146.71,6.98,1,0,0,1,0.0
221,32.864,173.38,6.93,1,0,1,0,0.999
222,33.023,157.64,6.91,1,0,0,1,0.0
223,33.169,144.96,6.91,1,0,1,0,0.9987
224,33.312,141.21,6.93,1,0,0,1,0.0
225,33.455,142.16,6.92,1,0,0,1,0.0
226,33.601,144.84,6.92,1,0,1,0,0.9983
227,33.745,141.95,6.92,1,0,1,0,0.9977
228,33.889,143.16,6.93,1,0,0,1,0.0
229,34.047,156.6,6.91,1,0,0,1,0.0
230,34.193,144.35,6.9,1,0,1,0,0.9989
231,34.338,143.27,6.91,1,0,0,1,0.0
232,34.482,142.46,6.91,1,0,0,1,0.0
233,34.626,142.46,6.91,1,0,0,1,0.0
234,34.769,141.92,6.91,1,0,0,1,0.0
235,34.912,141.6,6.91,1,0,1,0,0.9985
236,35.062,148.57,6.89,1,0,1,0,0.9985
237,35.208,143.77,6.89,1,0,1,0,0.9992
238,35.356,146.47,6.89,1,0,1,0,0.999
239,35.502,144.86,6.89,1,0,1,0,0.9991
240,35.648,143.99,6.88,1,0,1,0,0.9989
241,35.792,142.52,6.88,1,0,1,0,0.9956
242,35.939,144.89,6.88,1,0,1,0,0.9962
243,36.094,154.09,6.85,1,0,1,0,0.9919
244,36.237,140.84,6.86,1,0,1,0,0.9926
245,36.38,141.91,6.86,1,0,1,0,0.9985
246,36.524,142.4,6.86,1,0,1,0,0.9883
247,36.668,141.91,6.86,1,0,1,0,0.9919
248,36.812,141.39,6.87,1,0,1,0,0.9986
249,36.958,143.85,6.86,1,0,1,0,0.9988
250,37.11,149.83,6.86,1,0,1,0,0.9988
251,37.253,141.51,6.91,1,0,1,0,0.998
252,37.397,141.76,6.94,1,0,1,0,0.9937
253,37.541,142.58,6.94,1,0,1,0,0.9959
254,37.686,142.2,6.94,1,0,1,0,0.9918
255,37.829,142.07,6.94,1,0,0,1,0.0
256,37.973,142.03,6.94,1,0,0,1,0.0
257,38.121,146.6,6.94,1,0,0,1,0.0
258,38.264,141.66,6.94,1,0,0,1,0.0
259,38.408,142.3,6.96,1,0,0,1,0.0
260,38.55,141.03,6.97,1,0,0,1,0.0
261,38.693,141.73,6.97,1,0,0,1,0.0
262,38.836,141.1,6.97,1,0,0,1,0.0
263,38.979,141.99,6.97,1,0,0,1,0.0
264,39.127,146.53,6.96,1,0,0,1,0.0
265,39.275,146.51,6.96,1,0,1,0,0.9989
266,39.418,141.74,6.97,1,0,1,0,0.9993
267,39.562,142.02,6.97,1,0,1,0,0.9908
268,39.709,145.11,6.97,1,0,1,0,0.9974
269,39.852,141.16,6.98,1,0,0,1,0.0
270,39.994,141.17,6.98,1,0,0,1,0.0
271,40.138,142.25,6.98,1,0,1,0,0.9905
272,40.299,159.47,6.96,1,0,1,0,0.996
273,40.442,141.39,6.98,1,0,0,1,0.0
274,40.587,143.29,6.98,1,0,1,0,0.9988
275,40.732,143.86,6.97,1,0,1,0,0.9971
276,40.875,140.72,6.98,1,0,1,0,0.9909
277,41.021,144.82,6.97,1,0,0,1,0.0
278,41.168,145.06,6.96,1,0,0,1,0.0
279,41.315,145.92,6.96,1,0,1,0,0.9875
280,41.465,148.51,6.96,1,0,1,0,0.9979
281,41.613,146.26,6.96,1,0,0,1,0.0
282,41.757,141.92,6.96,1,0,1,0,0.9984
283,41.907,147.89,6.95,1,0,1,0,0.9977
284,42.056,146.26,6.94,1,0,1,0,0.9893
285,42.208,150.08,6.93,1,0,1,0,0.9972
286,42.358,148.04,6.92,1,0,1,0,0.9983
287,42.507,146.2,6.92,1,0,1,0,0.9987
288,42.65,141.0,6.92,2,0,1,1,0.9878
289,42.793,141.92,6.92,1,0,1,0,0.9963
290,42.937,141.25,6.92,1,0,0,1,0.0
291,43.079,140.98,6.92,1,0,1,0,0.9962
292,43.23,148.28,6.91,1,0,1,0,0.9921
293,43.376,143.91,6.91,1,0,1,0,0.9961
294,43.521,142.21,6.91,1,0,1,0,0.9948
295,43.664,141.45,6.92,1,0,1,0,0.9938
296,43.809,143.14,6.92,1,0,1,0,0.9967
297,43.957,146.75,6.91,1,0,0,1,0.0
298,44.104,144.66,6.91,1,0,1,0,0.9987
299,44.249,144.14,6.91,1,0,1,0,0.9969
300,44.421,170.26,6.86,1,0,1,0,0.9977
301,44.566,143.4,6.86,1,0,0,1,0.0
302,44.713,145.1,6.88,1,0,1,0,0.9992
303,44.856,141.99,6.88,1,0,1,0,0.9992
304,45.001,142.87,6.88,1,0,1,0,0.9992
305,45.148,145.81,6.88,1,0,1,0,0.9989
306,45.296,146.8,6.87,1,0,1,0,0.9989
307,45.449,150.88,6.86,1,0,0,1,0.0
308,45.595,144.63,6.86,1,0,0,1,0.0
309,45.739,142.48,6.87,1,0,0,1,0.0
310,45.884,142.56,6.88,1,0,1,0,0.9986
311,46.029,142.38,6.88,1,0,1,0,0.9988
312,46.174,142.94,6.88,1,0,1,0,0.9984
313,46.317,141.45,6.89,1,0,1,0,0.9983
314,46.465,145.2,6.89,1,0,1,0,0.9987
315,46.617,150.12,6.89,1,0,1,0,0.9983
316,46.763,144.54,6.9,1,0,1,0,0.992
317,46.91,143.64,6.9,1,0,0,1,0.0
318,47.059,147.72,6.89,1,0,0,1,0.0
319,47.206,145.2,6.89,1,0,1,0,0.9962
320,47.35,142.62,6.88,1,0,1,0,0.9986
321,47.493,141.75,6.88,1,0,1,0,0.9983
322,47.643,147.84,6.88,1,0,1,0,0.9986
323,47.79,145.41,6.88,1,0,1,0,0.999
324,47.938,146.48,6.87,1,0,1,0,0.9989
325,48.082,142.61,6.87,1,0,1,0,0.9991
326,48.226,141.98,6.87,1,0,1,0,0.9986
327,48.369,142.0,6.88,1,0,1,0,0.9991
328,48.513,142.21,6.89,1,0,0,1,0.0
329,48.662,147.3,6.88,1,0,1,0,0.9993
330,48.805,141.67,6.93,1,0,1,0,0.9992
331,48.949,142.51,6.93,1,0,1,0,0.9993
332,49.093,142.01,6.93,1,0,1,0,0.9986
333,49.237,142.37,6.93,1,0,1,0,0.9992
334,49.38,141.17,6.93,1,0,1,0,0.999
335,49.528,147.13,6.93,1,0,1,0,0.9983
336,49.701,171.23,6.89,1,0,1,0,0.9986
337,49.859,155.95,6.89,1,0,0,1,0.0
338,50.018,156.99,6.87,1,0,0,1,0.0
339,50.168,149.25,6.86,1,0,0,1,0.0
340,50.321,151.15,6.84,1,0,1,0,0.996
341,50.486,163.13,6.81,1,0,0,1,0.0
342,50.64,152.6,6.79,1,0,1,0,0.9933
343,50.794,151.88,6.78,1,0,1,0,0.9951
344,50.943,147.69,6.77,1,0,1,0,0.9989
345,51.097,151.89,6.77,1,0,1,0,0.9989
346,51.25,150.8,6.76,1,0,1,0,0.996
347,51.404,152.26,6.75,1,0,1,0,0.9977
348,51.557,151.22,6.74,1,0,1,0,0.9975
349,51.714,155.12,6.73,1,0,1,0,0.9973
350,51.86,143.67,6.73,1,0,1,0,0.9978
351,52.009,146.85,6.72,1,0,1,0,0.9982
352,52.157,146.08,6.72,1,0,0,1,0.0
353,52.307,147.53,6.72,1,0,1,0,0.999
354,52.452,143.16,6.72,1,0,1,0,0.9922
355,52.598,144.2,6.72,1,0,1,0,0.9953
356,52.748,148.86,6.71,1,0,1,0,0.9962
357,52.895,145.55,6.71,1,0,1,0,0.9905
358,53.041,143.82,6.7,1,0,1,0,0.9903
359,53.186,143.09,6.71,1,0,1,0,0.9908
360,53.333,144.91,6.71,1,0,1,0,0.9985
361,53.484,149.25,6.7,1,0,1,0,0.999
362,53.629,142.94,6.69,1,0,0,1,0.0
363,53.782,151.72,6.68,1,0,0,1,0.0
364,53.929,144.83,6.67,1,0,1,0,0.9993
365,54.074,143.45,6.68,1,0,0,1,0.0
366,54.219,143.28,6.72,1,0,1,0,0.9986
367,54.363,142.59,6.74,1,0,1,0,0.9988
368,54.511,146.54,6.76,1,0,1,0,0.9988
369,54.658,144.41,6.77,1,0,1,0,0.9968
370,54.807,146.47,6.77,1,0,1,0,0.9988
371,54.96,151.47,6.79,1,0,1,0,0.998
372,55.103,141.33,6.81,1,0,1,0,0.9941
373,55.25,143.92,6.82,1,0,1,0,0.9954
374,55.396,144.59,6.82,1,0,1,0,0.9987
375,55.544,145.13,6.84,1,0,1,0,0.9989
376,55.689,142.93,6.85,1,0,1,0,0.998
377,55.834,142.33,6.86,1,0,1,0,0.9964
378,55.987,151.25,6.86,1,0,1,0,0.9871
379,56.134,145.19,6.88,1,0,1,0,0.9899
380,56.279,143.0,6.88,1,0,1,0,0.979
381,56.431,150.64,6.87,2,0,2,0,0.9697
382,56.578,145.63,6.87,1,0,1,0,0.9845
383,56.725,145.15,6.88,1,0,1,0,0.9976
384,56.875,147.92,6.87,1,0,1,0,0.9926
385,57.026,150.38,6.86,1,0,1,0,0.9977
386,57.173,144.66,6.87,1,0,1,0,0.9903
387,57.321,146.58,6.87,1,0,0,1,0.0
388,57.469,146.17,6.86,1,0,1,0,0.9931
389,57.616,144.81,6.86,1,0,1,0,0.9978
390,57.761,143.63,6.86,1,0,1,0,0.9784
391,57.905,142.2,6.87,1,0,1,0,0.9933
392,58.053,146.84,6.87,1,0,1,0,0.9992
393,58.198,143.38,6.88,1,0,1,0,0.9911
394,58.342,142.44,6.88,1,0,1,0,0.9971
395,58.488,143.56,6.88,1,0,1,0,0.9953
396,58.634,145.38,6.88,1,0,1,0,0.9984
397,58.779,143.21,6.88,1,0,1,0,0.9987
398,58.926,145.48,6.88,1,0,1,0,0.9946
399,59.078,150.52,6.87,1,0,1,0,0.9991
400,59.227,147.19,6.87,1,0,0,1,0.0
401,59.374,145.7,6.88,1,0,0,1,0.0
402,59.519,143.75,6.88,1,0,1,0,0.9975
403,59.663,141.64,6.88,1,0,1,0,0.9983
404,59.807,142.36,6.88,1,0,1,0,0.9983
405,59.952,144.22,6.88,1,0,0,1,0.0
406,60.113,159.29,6.86,1,0,1,0,0.991
407,60.258,143.61,6.86,1,0,1,0,0.9976
408,60.405,145.27,6.87,1,0,0,1,0.0
409,60.55,143.32,6.87,1,0,0,1,0.0
410,60.694,141.9,6.87,1,0,1,0,0.9969
411,60.837,141.92,6.88,1,0,1,0,0.9931
412,60.981,142.51,6.89,1,0,1,0,0.999
413,61.131,147.98,6.88,1,0,0,1,0.0
414,61.276,142.82,6.89,1,0,1,0,0.9924
415,61.419,142.11,6.91,1,0,1,0,0.9939
416,61.563,141.68,6.91,1,0,1,0,0.9975
417,61.708,143.32,6.92,1,0,1,0,0.9988
418,61.855,145.4,6.92,1,0,1,0,0.9991
419,61.998,142.0,6.92,1,0,1,0,0.9961
420,62.142,142.8,6.92,1,0,1,0,0.9985
421,62.29,145.99,6.92,1,0,0,1,0.0
422,62.434,142.32,6.92,1,0,1,0,0.9972
423,62.578,142.07,6.93,1,0,1,0,0.9981
424,62.722,142.74,6.93,1,0,1,0,0.9984
425,62.869,144.88,6.92,1,0,1,0,0.998
426,63.013,142.17,6.93,1,0,0,1,0.0
427,63.156,142.01,6.93,1,0,0,1,0.0
428,63.303,145.26,6.93,1,0,0,1,0.0
429,63.45,145.22,6.94,1,0,1,0,0.9988
430,63.596,144.1,6.94,1,0,1,0,0.9994
431,63.74,142.74,6.95,1,0,1,0,0.999
432,63.887,145.28,6.95,1,0,1,0,0.9918
433,64.031,142.34,6.95,1,0,1,0,0.9993
434,64.178,145.36,6.94,1,0,1,0,0.9993
435,64.328,148.73,6.93,1,0,1,0,0.9932
436,64.475,146.01,6.95,1,0,1,0,0.9991
437,64.619,142.35,6.96,1,0,1,0,0.9984
438,64.765,143.84,6.96,1,0,1,0,0.9987
439,64.908,141.35,6.96,1,0,1,0,0.9983
440,65.054,144.37,6.96,1,0,0,1,0.0
441,65.198,142.81,6.96,1,0,1,0,0.9983
442,65.351,151.03,6.94,1,0,0,1,0.0
443,65.494,141.83,6.95,1,0,1,0,0.9985
444,65.641,144.83,6.95,1,0,1,0,0.9968
445,65.785,142.74,6.95,1,0,0,1,0.0
446,65.929,142.07,6.95,1,0,1,0,0.9991
447,66.075,145.03,6.94,1,0,0,1,0.0
448,66.222,144.96,6.95,1,0,1,0,0.9986
449,66.37,146.88,6.94,1,0,1,0,0.9984
450,66.516,143.43,6.94,1,0,1,0,0.9987
451,66.662,144.49,6.94,1,0,1,0,0.9983
452,66.807,143.85,6.94,1,0,0,1,0.0
453,66.953,143.53,6.93,1,0,0,1,0.0
454,67.098,143.34,6.93,1,0,1,0,0.9993
455,67.241,141.27,6.94,1,0,0,1,0.0
456,67.384,140.7,6.94,1,0,0,1,0.0
457,67.54,154.56,6.92,1,0,1,0,0.999
458,67.698,156.5,6.9,1,0,1,0,0.999
459,67.841,141.75,6.91,1,0,0,1,0.0
460,67.988,144.55,6.91,1,0,0,1,0.0
461,68.132,143.02,6.91,2,0,1,1,0.9527
462,68.278,143.85,6.91,1,0,0,1,0.0
463,68.423,142.99,6.91,1,0,0,1,0.0
464,68.574,149.25,6.9,1,0,0,1,0.0
465,68.72,144.43,6.91,1,0,0,1,0.0
466,68.869,147.72,6.91,1,0,0,1,0.0
467,69.013,142.3,6.91,1,0,0,1,0.0
468,69.164,149.95,6.9,1,0,1,0,0.999
469,69.312,146.52,6.89,1,0,1,0,0.999
470,69.456,142.06,6.89,1,0,0,1,0.0
471,69.606,149.09,6.88,1,0,0,1,0.0
472,69.751,143.75,6.89,1,0,0,1,0.0
473,69.895,142.28,6.89,1,0,1,0,0.999
474,70.04,144.39,6.89,1,0,0,1,0.0
475,70.186,144.45,6.89,1,0,1,0,0.9987
476,70.33,142.73,6.89,1,0,0,1,0.0
477,70.478,146.52,6.89,1,0,0,1,0.0
478,70.631,151.74,6.88,1,0,0,1,0.0
479,70.775,142.67,6.88,1,0,1,0,0.9965
480,70.926,149.25,6.88,1,0,1,0,0.9976
481,71.073,145.24,6.87,1,0,0,1,0.0
482,71.22,146.38,6.87,1,0,1,0,0.9977
483,71.366,144.53,6.87,1,0,0,1,0.0
484,71.513,145.62,6.86,1,0,0,1,0.0
485,71.662,147.42,6.86,1,0,0,1,0.0
486,71.811,146.54,6.85,1,0,0,1,0.0
487,71.955,143.29,6.86,1,0,1,0,0.999
488,72.104,146.98,6.88,1,0,0,1,0.0
489,72.249,144.36,6.87,1,0,0,1,0.0
490,72.398,147.14,6.87,1,0,1,0,0.9991
491,72.543,143.13,6.87,1,0,1,0,0.996
492,72.699,154.5,6.85,1,0,1,0,0.9984
493,72.845,145.17,6.85,1,0,0,1,0.0
494,72.996,148.57,6.85,1,0,1,0,0.9976
495,73.141,142.81,6.85,1,0,1,0,0.9983
496,73.292,149.54,6.85,1,0,1,0,0.9992
497,73.436,142.69,6.85,1,0,1,0,0.9961
498,73.585,147.29,6.85,1,0,1,0,0.9988
499,73.738,150.67,6.85,1,0,1,0,0.9986
500,73.885,145.39,6.84,1,0,1,0,0.9988
501,74.034,147.08,6.85,1,0,0,1,0.0
502,74.182,146.33,6.84,1,0,1,0,0.9978
503,74.328,145.33,6.84,1,0,0,1,0.0
504,74.475,145.26,6.84,1,0,0,1,0.0
505,74.618,142.13,6.84,1,0,0,1,0.0
506,74.777,156.83,6.82,1,0,1,0,0.9986
507,74.922,143.96,6.82,1,0,0,1,0.0
508,75.067,144.1,6.83,1,0,0,1,0.0
509,75.212,142.92,6.83,1,0,1,0,0.9989
510,75.363,149.96,6.83,1,0,0,1,0.0
511,75.511,145.83,6.83,1,0,1,0,0.9994
512,75.659,146.92,6.83,2,0,0,2,0.0
513,75.813,152.57,6.82,1,0,1,0,0.9985
514,75.964,149.48,6.81,1,0,1,0,0.9989
515,76.114,148.83,6.81,1,0,0,1,0.0
516,76.265,149.52,6.8,1,0,1,0,0.9991
517,76.409,141.92,6.81,1,0,0,1,0.0
518,76.555,144.94,6.81,1,0,0,1,0.0
519,76.698,142.14,6.81,1,0,0,1,0.0
520,76.848,148.69,6.81,1,0,0,1,0.0
521,76.991,141.7,6.81,1,0,0,1,0.0
522,77.137,144.74,6.83,1,0,0,1,0.0
523,77.282,143.49,6.83,1,0,0,1,0.0
524,77.429,145.52,6.84,1,0,1,0,0.9993
